,from,to,pathway,type
3301,LAMA4,ITGB4,LAMININ,ECM-Receptor
3302,LAMA5,ITGA6_ITGB4,LAMININ,ECM-Receptor
3303,LAMA5,ITGA6,LAMININ,ECM-Receptor
3304,LAMA5,ITGB4,LAMININ,ECM-Receptor
3305,LAMB1,ITGA6_ITGB4,LAMININ,ECM-Receptor
3306,LAMB1,ITGA6,LAMININ,ECM-Receptor
3307,LAMB1,ITGB4,LAMININ,ECM-Receptor
3308,LAMB2,ITGA6_ITGB4,LAMININ,ECM-Receptor
3309,LAMB2,ITGA6,LAMININ,ECM-Receptor
3310,LAMB2,ITGB4,LAMININ,ECM-Receptor
3311,LAMB3,ITGA6_ITGB4,LAMININ,ECM-Receptor
3312,LAMB3,ITGA6,LAMININ,ECM-Receptor
3313,LAMB3,ITGB4,LAMININ,ECM-Receptor
3314,LAMC1,ITGA6_ITGB4,LAMININ,ECM-Receptor
3315,LAMC1,ITGA6,LAMININ,ECM-Receptor
3316,LAMC1,ITGB4,LAMININ,ECM-Receptor
3317,LAMC2,ITGA6_ITGB4,LAMININ,ECM-Receptor
3318,LAMC2,ITGA6,LAMININ,ECM-Receptor
3319,LAMC2,ITGB4,LAMININ,ECM-Receptor
3320,LAMC3,ITGA6_ITGB4,LAMININ,ECM-Receptor
3321,LAMC3,ITGA6,LAMININ,ECM-Receptor
3322,LAMC3,ITGB4,LAMININ,ECM-Receptor
3323,FN1,CD44,FN1,ECM-Receptor
3324,COL1A1,CD44,COLLAGEN,ECM-Receptor
3325,COL1A2,CD44,COLLAGEN,ECM-Receptor
3326,COL2A1,CD44,COLLAGEN,ECM-Receptor
3327,COL4A1,CD44,COLLAGEN,ECM-Receptor
3328,COL4A2,CD44,COLLAGEN,ECM-Receptor
3329,COL4A3,CD44,COLLAGEN,ECM-Receptor
3330,COL4A4,CD44,COLLAGEN,ECM-Receptor
3331,COL4A5,CD44,COLLAGEN,ECM-Receptor
3332,COL4A6,CD44,COLLAGEN,ECM-Receptor
3333,COL6A1,CD44,COLLAGEN,ECM-Receptor
3334,COL6A2,CD44,COLLAGEN,ECM-Receptor
3335,COL6A3,CD44,COLLAGEN,ECM-Receptor
3336,COL6A5,CD44,COLLAGEN,ECM-Receptor
3337,COL6A6,CD44,COLLAGEN,ECM-Receptor
3338,COL9A1,CD44,COLLAGEN,ECM-Receptor
3339,COL9A2,CD44,COLLAGEN,ECM-Receptor
3340,COL9A3,CD44,COLLAGEN,ECM-Receptor
3341,LAMA1,CD44,LAMININ,ECM-Receptor
3342,LAMA2,CD44,LAMININ,ECM-Receptor
3343,LAMA3,CD44,LAMININ,ECM-Receptor
3344,LAMA4,CD44,LAMININ,ECM-Receptor
3345,LAMA5,CD44,LAMININ,ECM-Receptor
3346,LAMB1,CD44,LAMININ,ECM-Receptor
3347,LAMB2,CD44,LAMININ,ECM-Receptor
3348,LAMB3,CD44,LAMININ,ECM-Receptor
3349,LAMC1,CD44,LAMININ,ECM-Receptor
3350,LAMC2,CD44,LAMININ,ECM-Receptor
3351,LAMC3,CD44,LAMININ,ECM-Receptor
3352,COL1A1,SDC1,COLLAGEN,ECM-Receptor
3353,COL1A2,SDC1,COLLAGEN,ECM-Receptor
3354,COL2A1,SDC1,COLLAGEN,ECM-Receptor
3355,COL4A1,SDC1,COLLAGEN,ECM-Receptor
3356,COL4A2,SDC1,COLLAGEN,ECM-Receptor
3357,COL4A3,SDC1,COLLAGEN,ECM-Receptor
3358,COL4A4,SDC1,COLLAGEN,ECM-Receptor
3359,COL4A5,SDC1,COLLAGEN,ECM-Receptor
3360,COL4A6,SDC1,COLLAGEN,ECM-Receptor
3361,COL6A1,SDC1,COLLAGEN,ECM-Receptor
3362,COL6A2,SDC1,COLLAGEN,ECM-Receptor
3363,COL6A3,SDC1,COLLAGEN,ECM-Receptor
3364,COL6A5,SDC1,COLLAGEN,ECM-Receptor
3365,COL6A6,SDC1,COLLAGEN,ECM-Receptor
3366,COL9A1,SDC1,COLLAGEN,ECM-Receptor
3367,COL9A2,SDC1,COLLAGEN,ECM-Receptor
3368,COL9A3,SDC1,COLLAGEN,ECM-Receptor
3369,FN1,SDC1,FN1,ECM-Receptor
3370,TNC,SDC1,TENASCIN,ECM-Receptor
3371,TNR,SDC1,TENASCIN,ECM-Receptor
3372,TNN,SDC1,TENASCIN,ECM-Receptor
3373,TNXB,SDC1,TENASCIN,ECM-Receptor
3374,THBS1,SDC1,THBS,ECM-Receptor
3375,THBS2,SDC1,THBS,ECM-Receptor
3376,THBS3,SDC1,THBS,ECM-Receptor
3377,THBS4,SDC1,THBS,ECM-Receptor
3378,COMP,SDC1,THBS,ECM-Receptor
3379,COL1A1,SDC4,COLLAGEN,ECM-Receptor
3380,COL1A2,SDC4,COLLAGEN,ECM-Receptor
3381,COL2A1,SDC4,COLLAGEN,ECM-Receptor
3382,COL4A1,SDC4,COLLAGEN,ECM-Receptor
3383,COL4A2,SDC4,COLLAGEN,ECM-Receptor
3384,COL4A3,SDC4,COLLAGEN,ECM-Receptor
3385,COL4A4,SDC4,COLLAGEN,ECM-Receptor
3386,COL4A5,SDC4,COLLAGEN,ECM-Receptor
3387,COL4A6,SDC4,COLLAGEN,ECM-Receptor
3388,COL6A1,SDC4,COLLAGEN,ECM-Receptor
3389,COL6A2,SDC4,COLLAGEN,ECM-Receptor
3390,COL6A3,SDC4,COLLAGEN,ECM-Receptor
3391,COL6A5,SDC4,COLLAGEN,ECM-Receptor
3392,COL6A6,SDC4,COLLAGEN,ECM-Receptor
3393,COL9A1,SDC4,COLLAGEN,ECM-Receptor
3394,COL9A2,SDC4,COLLAGEN,ECM-Receptor
3395,COL9A3,SDC4,COLLAGEN,ECM-Receptor
3396,FN1,SDC4,FN1,ECM-Receptor
3397,TNC,SDC4,TENASCIN,ECM-Receptor
3398,TNR,SDC4,TENASCIN,ECM-Receptor
3399,TNN,SDC4,TENASCIN,ECM-Receptor
3400,TNXB,SDC4,TENASCIN,ECM-Receptor
3401,THBS1,SDC4,THBS,ECM-Receptor
3402,THBS2,SDC4,THBS,ECM-Receptor
3403,THBS3,SDC4,THBS,ECM-Receptor
3404,THBS4,SDC4,THBS,ECM-Receptor
3405,COMP,SDC4,THBS,ECM-Receptor
3406,LAMA1,SV2A,LAMININ,ECM-Receptor
3407,LAMA2,SV2A,LAMININ,ECM-Receptor
3408,LAMA3,SV2A,LAMININ,ECM-Receptor
3409,LAMA4,SV2A,LAMININ,ECM-Receptor
3410,LAMA5,SV2A,LAMININ,ECM-Receptor
3411,LAMB1,SV2A,LAMININ,ECM-Receptor
3412,LAMB2,SV2A,LAMININ,ECM-Receptor
3413,LAMB3,SV2A,LAMININ,ECM-Receptor
3414,LAMC1,SV2A,LAMININ,ECM-Receptor
3415,LAMC2,SV2A,LAMININ,ECM-Receptor
3416,LAMC3,SV2A,LAMININ,ECM-Receptor
3417,LAMA1,SV2B,LAMININ,ECM-Receptor
3418,LAMA2,SV2B,LAMININ,ECM-Receptor
3419,LAMA3,SV2B,LAMININ,ECM-Receptor
3420,LAMA4,SV2B,LAMININ,ECM-Receptor
3421,LAMA5,SV2B,LAMININ,ECM-Receptor
3422,LAMB1,SV2B,LAMININ,ECM-Receptor
3423,LAMB2,SV2B,LAMININ,ECM-Receptor
3424,LAMB3,SV2B,LAMININ,ECM-Receptor
3425,LAMC1,SV2B,LAMININ,ECM-Receptor
3426,LAMC2,SV2B,LAMININ,ECM-Receptor
3427,LAMC3,SV2B,LAMININ,ECM-Receptor
3428,LAMA1,SV2C,LAMININ,ECM-Receptor
3429,LAMA2,SV2C,LAMININ,ECM-Receptor
3430,LAMA3,SV2C,LAMININ,ECM-Receptor
3431,LAMA4,SV2C,LAMININ,ECM-Receptor
3432,LAMA5,SV2C,LAMININ,ECM-Receptor
3433,LAMB1,SV2C,LAMININ,ECM-Receptor
3434,LAMB2,SV2C,LAMININ,ECM-Receptor
3435,LAMB3,SV2C,LAMININ,ECM-Receptor
3436,LAMC1,SV2C,LAMININ,ECM-Receptor
3437,LAMC2,SV2C,LAMININ,ECM-Receptor
3438,LAMC3,SV2C,LAMININ,ECM-Receptor
3439,THBS1,CD36,THBS,ECM-Receptor
3440,THBS2,CD36,THBS,ECM-Receptor
3441,THBS3,CD36,THBS,ECM-Receptor
3442,THBS4,CD36,THBS,ECM-Receptor
3443,COMP,CD36,THBS,ECM-Receptor
3444,VWF,GP1BA_GP1BB_GP5_GP9,VWF,ECM-Receptor
3445,VWF,GP1BA,VWF,ECM-Receptor
3446,VWF,GP1BB,VWF,ECM-Receptor
3447,VWF,GP5,VWF,ECM-Receptor
3448,VWF,GP9,VWF,ECM-Receptor
3449,COL1A1,GP6,COLLAGEN,ECM-Receptor
3450,COL1A2,GP6,COLLAGEN,ECM-Receptor
3451,COL2A1,GP6,COLLAGEN,ECM-Receptor
3452,COL4A1,GP6,COLLAGEN,ECM-Receptor
3453,COL4A2,GP6,COLLAGEN,ECM-Receptor
3454,COL4A3,GP6,COLLAGEN,ECM-Receptor
3455,COL4A4,GP6,COLLAGEN,ECM-Receptor
3456,COL4A5,GP6,COLLAGEN,ECM-Receptor
3457,COL4A6,GP6,COLLAGEN,ECM-Receptor
3458,COL6A1,GP6,COLLAGEN,ECM-Receptor
3459,COL6A2,GP6,COLLAGEN,ECM-Receptor
3460,COL6A3,GP6,COLLAGEN,ECM-Receptor
3461,COL6A5,GP6,COLLAGEN,ECM-Receptor
3462,COL6A6,GP6,COLLAGEN,ECM-Receptor
3463,COL9A1,GP6,COLLAGEN,ECM-Receptor
3464,COL9A2,GP6,COLLAGEN,ECM-Receptor
3465,COL9A3,GP6,COLLAGEN,ECM-Receptor
3466,THBS1,CD47,THBS,ECM-Receptor
3467,THBS2,CD47,THBS,ECM-Receptor
3468,THBS3,CD47,THBS,ECM-Receptor
3469,THBS4,CD47,THBS,ECM-Receptor
3470,COMP,CD47,THBS,ECM-Receptor
3471,AGRN,DAG1,AGRN,ECM-Receptor
3472,HSPG2,DAG1,HSPG,ECM-Receptor
3473,LAMA1,DAG1,LAMININ,ECM-Receptor
3474,LAMA2,DAG1,LAMININ,ECM-Receptor
3475,LAMA3,DAG1,LAMININ,ECM-Receptor
3476,LAMA4,DAG1,LAMININ,ECM-Receptor
3477,LAMA5,DAG1,LAMININ,ECM-Receptor
3478,LAMB1,DAG1,LAMININ,ECM-Receptor
3479,LAMB2,DAG1,LAMININ,ECM-Receptor
3480,LAMB3,DAG1,LAMININ,ECM-Receptor
3481,LAMC1,DAG1,LAMININ,ECM-Receptor
3482,LAMC2,DAG1,LAMININ,ECM-Receptor
3483,LAMC3,DAG1,LAMININ,ECM-Receptor
3484,ADGRE5,CD55,ADGRE5,Cell-Cell Contact
3485,ALCAM,CD6,ALCAM,Cell-Cell Contact
3486,ANXA1,FPR2_FPR3,ANXA1,Cell-Cell Contact
3487,ANXA1,FPR2,ANXA1,Cell-Cell Contact
3488,ANXA1,FPR3,ANXA1,Cell-Cell Contact
3489,APP,CD74,APP,Cell-Cell Contact
3490,CADM1,CADM1,CADM,Cell-Cell Contact
3491,CADM3,CADM3,CADM,Cell-Cell Contact
3492,CD22,PTPRC,CD22,Cell-Cell Contact
3493,CD226,NECTIN2,CD226,Cell-Cell Contact
3494,CD226,PVR,CD226,Cell-Cell Contact
3495,FCER2,ITGAM_ITGB2,CD23,Cell-Cell Contact
3496,FCER2,ITGAM,CD23,Cell-Cell Contact
3497,FCER2,ITGB2,CD23,Cell-Cell Contact
3498,FCER2,ITGAX_ITGB2,CD23,Cell-Cell Contact
3499,FCER2,ITGAX,CD23,Cell-Cell Contact
3500,FCER2,ITGB2,CD23,Cell-Cell Contact
3501,FCER2,ITGAV_ITGB3,CD23,Cell-Cell Contact
3502,FCER2,ITGAV,CD23,Cell-Cell Contact
3503,FCER2,ITGB3,CD23,Cell-Cell Contact
3504,FCER2,CR2,CD23,Cell-Cell Contact
3505,CD34,SELP,CD34,Cell-Cell Contact
3506,ENTPD1,ADORA1,CD39,Cell-Cell Contact
3507,ENTPD1,ADORA2A,CD39,Cell-Cell Contact
3508,ENTPD1,ADORA2B,CD39,Cell-Cell Contact
3509,ENTPD1,TMIGD3,CD39,Cell-Cell Contact
3510,CD40LG,CD40,CD40,Cell-Cell Contact
3511,PTPRC,CD22,CD45,Cell-Cell Contact
3512,PTPRC,MRC1,CD45,Cell-Cell Contact
3513,CD46,JAG1,CD46,Cell-Cell Contact
3514,CD48,CD244,CD48,Cell-Cell Contact
3515,CD6,ALCAM,CD6,Cell-Cell Contact
3516,CD80,CD274,CD80,Cell-Cell Contact
3517,CD80,CD28,CD80,Cell-Cell Contact
3518,CD80,CTLA4,CD80,Cell-Cell Contact
3519,CD86,CD28,CD86,Cell-Cell Contact
3520,CD86,CTLA4,CD86,Cell-Cell Contact
3521,CD96,NECTIN1,CD96,Cell-Cell Contact
3522,CD96,PVR,CD96,Cell-Cell Contact
3523,CD99,PILRA,CD99,Cell-Cell Contact
3524,CD99,CD99,CD99,Cell-Cell Contact
3525,CD99,CD99L2,CD99,Cell-Cell Contact
3526,CDH15,CDH15,CDH,Cell-Cell Contact
3527,CDH4,CDH4,CDH,Cell-Cell Contact
3528,CDH2,CDH2,CDH,Cell-Cell Contact
3529,CDH1,CDH1,CDH,Cell-Cell Contact
3530,CDH1,ITGA2_ITGB1,CDH1,Cell-Cell Contact
3531,CDH1,ITGA2,CDH1,Cell-Cell Contact
3532,CDH1,ITGB1,CDH1,Cell-Cell Contact
3533,CDH1,ITGAE_ITGB7,CDH1,Cell-Cell Contact
3534,CDH1,ITGAE,CDH1,Cell-Cell Contact
3535,CDH1,ITGB7,CDH1,Cell-Cell Contact
3536,CDH1,KLRG1,CDH1,Cell-Cell Contact
3537,CDH5,CDH5,CDH5,Cell-Cell Contact
3538,CD1D,CEACAM5,CEACAM,Cell-Cell Contact
3539,CD209,CEACAM1,CEACAM,Cell-Cell Contact
3540,CD8A,CEACAM5,CEACAM,Cell-Cell Contact
3541,CEACAM1,CEACAM5,CEACAM,Cell-Cell Contact
3542,SELE,CEACAM1,CEACAM,Cell-Cell Contact
3543,CLDN11,CLDN11,CLDN,Cell-Cell Contact
3544,CLEC2D,KLRB1,CLEC,Cell-Cell Contact
3545,CLEC2A,KLRB1,CLEC,Cell-Cell Contact
3546,CLEC2B,KLRB1,CLEC,Cell-Cell Contact
3547,CD69,KLRB1,CLEC,Cell-Cell Contact
3548,CLEC2L,KLRB1,CLEC,Cell-Cell Contact
3549,CLEC1B,KLRB1,CLEC,Cell-Cell Contact
3550,NFASC,CNTN1_CNTNAP1,CNTN,Cell-Cell Contact
3551,NFASC,CNTN1,CNTN,Cell-Cell Contact
3552,NFASC,CNTNAP1,CNTN,Cell-Cell Contact
3553,CNTN2,CNTN2_CNTNAP2,CNTN,Cell-Cell Contact
3554,CNTN2,CNTN2,CNTN,Cell-Cell Contact
3555,CNTN2,CNTNAP2,CNTN,Cell-Cell Contact
3556,CNTN2,L1CAM,CNTN,Cell-Cell Contact
3557,CNTN2,CNTN2,CNTN,Cell-Cell Contact
3558,CNTN1,NRCAM,CNTN,Cell-Cell Contact
3559,CSPG4,ITGA3_ITGB1,CSPG4,Cell-Cell Contact
3560,CSPG4,ITGA3,CSPG4,Cell-Cell Contact
3561,CSPG4,ITGB1,CSPG4,Cell-Cell Contact
3562,DSC1,DSG1,DESMOSOME,Cell-Cell Contact
3563,DSC1,DSG2,DESMOSOME,Cell-Cell Contact
3564,DSC2,DSG1,DESMOSOME,Cell-Cell Contact
3565,DSC2,DSG2,DESMOSOME,Cell-Cell Contact
3566,DSG1,DSC3,DESMOSOME,Cell-Cell Contact
3567,DSG2,DSC3,DESMOSOME,Cell-Cell Contact
3568,EPGN,EGFR,EPGN,Cell-Cell Contact
3569,EFNA1,EPHA1,EPHA,Cell-Cell Contact
3570,EFNA1,EPHA2,EPHA,Cell-Cell Contact
3571,EFNA1,EPHA3,EPHA,Cell-Cell Contact
3572,EFNA1,EPHA4,EPHA,Cell-Cell Contact
3573,EFNA1,EPHA5,EPHA,Cell-Cell Contact
3574,EFNA1,EPHA7,EPHA,Cell-Cell Contact
3575,EFNA1,EPHA8,EPHA,Cell-Cell Contact
3576,EFNA2,EPHA1,EPHA,Cell-Cell Contact
3577,EFNA2,EPHA2,EPHA,Cell-Cell Contact
3578,EFNA2,EPHA3,EPHA,Cell-Cell Contact
3579,EFNA2,EPHA4,EPHA,Cell-Cell Contact
3580,EFNA2,EPHA5,EPHA,Cell-Cell Contact
3581,EFNA2,EPHA7,EPHA,Cell-Cell Contact
3582,EFNA2,EPHA8,EPHA,Cell-Cell Contact
3583,EFNA3,EPHA1,EPHA,Cell-Cell Contact
3584,EFNA3,EPHA2,EPHA,Cell-Cell Contact
3585,EFNA3,EPHA3,EPHA,Cell-Cell Contact
3586,EFNA3,EPHA4,EPHA,Cell-Cell Contact
3587,EFNA3,EPHA5,EPHA,Cell-Cell Contact
3588,EFNA3,EPHA7,EPHA,Cell-Cell Contact
3589,EFNA3,EPHA8,EPHA,Cell-Cell Contact
3590,EFNA4,EPHA1,EPHA,Cell-Cell Contact
3591,EFNA4,EPHA2,EPHA,Cell-Cell Contact
3592,EFNA4,EPHA3,EPHA,Cell-Cell Contact
3593,EFNA4,EPHA4,EPHA,Cell-Cell Contact
3594,EFNA4,EPHA5,EPHA,Cell-Cell Contact
3595,EFNA4,EPHA7,EPHA,Cell-Cell Contact
3596,EFNA4,EPHA8,EPHA,Cell-Cell Contact
3597,EFNA5,EPHA1,EPHA,Cell-Cell Contact
3598,EFNA5,EPHA2,EPHA,Cell-Cell Contact
3599,EFNA5,EPHA3,EPHA,Cell-Cell Contact
3600,EFNA5,EPHA4,EPHA,Cell-Cell Contact
3601,EFNA5,EPHA5,EPHA,Cell-Cell Contact
3602,EFNA5,EPHA7,EPHA,Cell-Cell Contact
3603,EFNA5,EPHA8,EPHA,Cell-Cell Contact
3604,EFNA5,EPHB2,EPHA,Cell-Cell Contact
3605,EFNB1,EPHA4,EPHB,Cell-Cell Contact
3606,EFNB1,EPHB1,EPHB,Cell-Cell Contact
3607,EFNB1,EPHB2,EPHB,Cell-Cell Contact
3608,EFNB1,EPHB3,EPHB,Cell-Cell Contact
3609,EFNB1,EPHB4,EPHB,Cell-Cell Contact
3610,EFNB2,EPHA4,EPHB,Cell-Cell Contact
3611,EFNB2,EPHB1,EPHB,Cell-Cell Contact
3612,EFNB2,EPHB2,EPHB,Cell-Cell Contact
3613,EFNB2,EPHB3,EPHB,Cell-Cell Contact
3614,EFNB2,EPHB4,EPHB,Cell-Cell Contact
3615,EFNB3,EPHA4,EPHB,Cell-Cell Contact
3616,EFNB3,EPHB1,EPHB,Cell-Cell Contact
3617,EFNB3,EPHB2,EPHB,Cell-Cell Contact
3618,EFNB3,EPHB3,EPHB,Cell-Cell Contact
3619,EFNB3,EPHB4,EPHB,Cell-Cell Contact
3620,EFNB3,EPHB6,EPHB,Cell-Cell Contact
3621,ESAM,ESAM,ESAM,Cell-Cell Contact
3622,GP1BA,ITGAM_ITGB2,GP1BA,Cell-Cell Contact
3623,GP1BA,ITGAM,GP1BA,Cell-Cell Contact
3624,GP1BA,ITGB2,GP1BA,Cell-Cell Contact
3625,ICAM1,ITGAX_ITGB2,ICAM,Cell-Cell Contact
3626,ICAM1,ITGAX,ICAM,Cell-Cell Contact
3627,ICAM1,ITGB2,ICAM,Cell-Cell Contact
3628,ICAM1,ITGAL_ITGB2,ICAM,Cell-Cell Contact
3629,ICAM1,ITGAL,ICAM,Cell-Cell Contact
3630,ICAM1,ITGB2,ICAM,Cell-Cell Contact
3631,ICAM2,ITGAL_ITGB2,ICAM,Cell-Cell Contact
3632,ICAM2,ITGAL,ICAM,Cell-Cell Contact
3633,ICAM2,ITGB2,ICAM,Cell-Cell Contact
3634,ICAM1,ITGAM_ITGB2,ICAM,Cell-Cell Contact
3635,ICAM1,ITGAM,ICAM,Cell-Cell Contact
3636,ICAM1,ITGB2,ICAM,Cell-Cell Contact
3637,ICAM2,ITGAM_ITGB2,ICAM,Cell-Cell Contact
3638,ICAM2,ITGAM,ICAM,Cell-Cell Contact
3639,ICAM2,ITGB2,ICAM,Cell-Cell Contact
3640,ICAM1,ITGAL,ICAM,Cell-Cell Contact
3641,ICAM1,SPN,ICAM,Cell-Cell Contact
3642,ICAM5,CD209,ICAM,Cell-Cell Contact
3643,ICOSLG,ICOS,ICOS,Cell-Cell Contact
3644,ICOSLG,CD28,ICOS,Cell-Cell Contact
3645,ICOSLG,CTLA4,ICOS,Cell-Cell Contact
3646,ITGB2,CD226,ITGB2,Cell-Cell Contact
3647,ITGB2,ICAM1,ITGB2,Cell-Cell Contact
3648,ITGB2,ICAM2,ITGB2,Cell-Cell Contact
3649,JAM2,ITGA3_ITGB1,JAM,Cell-Cell Contact
3650,JAM2,ITGA3,JAM,Cell-Cell Contact
3651,JAM2,ITGB1,JAM,Cell-Cell Contact
3652,JAM2,ITGAV_ITGB1,JAM,Cell-Cell Contact
3653,JAM2,ITGAV,JAM,Cell-Cell Contact
3654,JAM2,ITGB1,JAM,Cell-Cell Contact
3655,JAM3,ITGAM_ITGB2,JAM,Cell-Cell Contact
3656,JAM3,ITGAM,JAM,Cell-Cell Contact
3657,JAM3,ITGB2,JAM,Cell-Cell Contact
3658,F11R,ITGAL_ITGB2,JAM,Cell-Cell Contact
3659,F11R,ITGAL,JAM,Cell-Cell Contact
3660,F11R,ITGB2,JAM,Cell-Cell Contact
3661,JAM2,JAM3,JAM,Cell-Cell Contact
3662,F11R,F11R,JAM,Cell-Cell Contact
3663,F11R,JAM2,JAM,Cell-Cell Contact
3664,F11R,JAM3,JAM,Cell-Cell Contact
3665,JAM2,F11R,JAM,Cell-Cell Contact
3666,JAM2,JAM2,JAM,Cell-Cell Contact
3667,JAM3,F11R,JAM,Cell-Cell Contact
3668,JAM3,JAM2,JAM,Cell-Cell Contact
3669,JAM3,JAM3,JAM,Cell-Cell Contact
3670,L1CAM,ITGAV_ITGB3,L1CAM,Cell-Cell Contact
3671,L1CAM,ITGAV,L1CAM,Cell-Cell Contact
3672,L1CAM,ITGB3,L1CAM,Cell-Cell Contact
3673,L1CAM,ITGA4_ITGB7,L1CAM,Cell-Cell Contact
3674,L1CAM,ITGA4,L1CAM,Cell-Cell Contact
3675,L1CAM,ITGB7,L1CAM,Cell-Cell Contact
3676,L1CAM,L1CAM,L1CAM,Cell-Cell Contact
3677,LCK,CD8A_CD8B,LCK,Cell-Cell Contact
3678,LCK,CD8A,LCK,Cell-Cell Contact
3679,LCK,CD8B,LCK,Cell-Cell Contact
3680,MADCAM1,ITGA4_ITGB7,MADCAM,Cell-Cell Contact
3681,MADCAM1,ITGA4,MADCAM,Cell-Cell Contact
3682,MADCAM1,ITGB7,MADCAM,Cell-Cell Contact
3683,MAG,MAG,MAG,Cell-Cell Contact
3684,HLA-A,CD8A,MHC-I,Cell-Cell Contact
3685,HLA-B,CD8A,MHC-I,Cell-Cell Contact
3686,HLA-C,CD8A,MHC-I,Cell-Cell Contact
3687,HLA-E,CD8A,MHC-I,Cell-Cell Contact
3688,HLA-F,CD8A,MHC-I,Cell-Cell Contact
3689,HLA-G,CD8A,MHC-I,Cell-Cell Contact
3690,HLA-A,CD8B,MHC-I,Cell-Cell Contact
3691,HLA-B,CD8B,MHC-I,Cell-Cell Contact
3692,HLA-C,CD8B,MHC-I,Cell-Cell Contact
3693,HLA-E,CD8B,MHC-I,Cell-Cell Contact
3694,HLA-F,CD8B,MHC-I,Cell-Cell Contact
3695,HLA-G,CD8B,MHC-I,Cell-Cell Contact
3696,HLA-A,CD8B2,MHC-I,Cell-Cell Contact
3697,HLA-B,CD8B2,MHC-I,Cell-Cell Contact
3698,HLA-C,CD8B2,MHC-I,Cell-Cell Contact
3699,HLA-E,CD8B2,MHC-I,Cell-Cell Contact
3700,HLA-F,CD8B2,MHC-I,Cell-Cell Contact
3701,HLA-G,CD8B2,MHC-I,Cell-Cell Contact
3702,HLA-C,KIR2DL1,MHC-I,Cell-Cell Contact
3703,HLA-C,KIR2DL2,MHC-I,Cell-Cell Contact
3704,HLA-C,KIR2DL3,MHC-I,Cell-Cell Contact
3705,HLA-C,KIR2DS1,MHC-I,Cell-Cell Contact
3706,HLA-C,KIR2DS4,MHC-I,Cell-Cell Contact
3707,HLA-G,LILRB1,MHC-I,Cell-Cell Contact
3708,HLA-G,LILRB2,MHC-I,Cell-Cell Contact
3709,HLA-F,KIR3DL1,MHC-I,Cell-Cell Contact
3710,HLA-F,KIR3DL2,MHC-I,Cell-Cell Contact
3711,HLA-B,KIR3DL2,MHC-I,Cell-Cell Contact
3712,HLA-C,KIR3DL3,MHC-I,Cell-Cell Contact
3713,HLA-E,KLRC1,MHC-I,Cell-Cell Contact
3714,HLA-E,KLRC2,MHC-I,Cell-Cell Contact
3715,HLA-A,KIR3DL1,MHC-I,Cell-Cell Contact
3716,HLA-F,LILRB1,MHC-I,Cell-Cell Contact
3717,HLA-E,KLRK1,MHC-I,Cell-Cell Contact
3718,HLA-F,KIR3DS1,MHC-I,Cell-Cell Contact
3719,HLA-E,KLRD1_KLRC1,MHC-I,Cell-Cell Contact
3720,HLA-E,KLRD1,MHC-I,Cell-Cell Contact
3721,HLA-E,KLRC1,MHC-I,Cell-Cell Contact
3722,HLA-E,KLRD1_KLRC2,MHC-I,Cell-Cell Contact
3723,HLA-E,KLRD1,MHC-I,Cell-Cell Contact
3724,HLA-E,KLRC2,MHC-I,Cell-Cell Contact
3725,HLA-E,KLRD1_KLRC3,MHC-I,Cell-Cell Contact
3726,HLA-E,KLRD1,MHC-I,Cell-Cell Contact
3727,HLA-E,KLRC3,MHC-I,Cell-Cell Contact
3728,ULBP1,KLRK1,MHC-I,Cell-Cell Contact
3729,RAET1E,KLRK1,MHC-I,Cell-Cell Contact
3730,RAET1G,KLRK1,MHC-I,Cell-Cell Contact
3731,RAET1F,KLRK1,MHC-I,Cell-Cell Contact
3732,HLA-DPA1,CD4,MHC-II,Cell-Cell Contact
3733,HLA-DPB1,CD4,MHC-II,Cell-Cell Contact
3734,HLA-DQA1,CD4,MHC-II,Cell-Cell Contact
3735,HLA-DMA,CD4,MHC-II,Cell-Cell Contact
3736,HLA-DMB,CD4,MHC-II,Cell-Cell Contact
3737,HLA-DQA2,CD4,MHC-II,Cell-Cell Contact
3738,HLA-DOA,CD4,MHC-II,Cell-Cell Contact
3739,HLA-DOB,CD4,MHC-II,Cell-Cell Contact
3740,HLA-DQB1,CD4,MHC-II,Cell-Cell Contact
3741,HLA-DRA,CD4,MHC-II,Cell-Cell Contact
3742,HLA-DRB1,CD4,MHC-II,Cell-Cell Contact
3743,HLA-DRB3,CD4,MHC-II,Cell-Cell Contact
3744,HLA-DRB4,CD4,MHC-II,Cell-Cell Contact
3745,HLA-DRB5,CD4,MHC-II,Cell-Cell Contact
3746,MPZ,MPZL1,MPZ,Cell-Cell Contact
3747,MPZ,MPZ,MPZ,Cell-Cell Contact
3748,MPZL1,MPZL1,MPZ,Cell-Cell Contact
3749,NCAM1,FGFR1,NCAM,Cell-Cell Contact
3750,NCAM1,NCAM1,NCAM,Cell-Cell Contact
3751,NCAM1,NCAM2,NCAM,Cell-Cell Contact
3752,NCAM1,L1CAM,NCAM,Cell-Cell Contact
3753,NCAM2,L1CAM,NCAM,Cell-Cell Contact
3754,NECTIN1,CADM3,NECTIN,Cell-Cell Contact
3755,NECTIN1,CD96,NECTIN,Cell-Cell Contact
3756,NECTIN1,NECTIN4,NECTIN,Cell-Cell Contact
3757,NECTIN3,NECTIN1,NECTIN,Cell-Cell Contact
3758,NECTIN3,NECTIN2,NECTIN,Cell-Cell Contact
3759,NECTIN3,PVR,NECTIN,Cell-Cell Contact
